Time Scale; Number of Packets; Total data; 
353; 904827; 45353295.000000; 
354; 911502; 45678988.000000; 
355; 963628; 48294779.000000; 
356; 911700; 45697923.000000; 
357; 917871; 45996413.000000; 
358; 908414; 45533212.000000; 
359; 911882; 45684184.000000; 
360; 910835; 45662727.000000; 
361; 907720; 45489364.000000; 
362; 954373; 47824073.000000; 
363; 929647; 46617928.000000; 
364; 909297; 45564815.000000; 
365; 927318; 46475329.000000; 
366; 921235; 46155991.000000; 
367; 908684; 45557121.000000; 
368; 915896; 45893783.000000; 
369; 949226; 47576053.000000; 
370; 935007; 46864386.000000; 
371; 927189; 46472129.000000; 
372; 926504; 46430360.000000; 
373; 896896; 44949623.000000; 
374; 909351; 45566308.000000; 
375; 915451; 45879980.000000; 
376; 922414; 46243385.000000; 
377; 923180; 46254533.000000; 
378; 933728; 46815574.000000; 
379; 915072; 45877025.000000; 
380; 913088; 45764515.000000; 
381; 902246; 45195617.000000; 
382; 909344; 45585110.000000; 
383; 956124; 47919721.000000; 
384; 926063; 46420192.000000; 
385; 936760; 46956976.000000; 
386; 925276; 46373114.000000; 
387; 918862; 46055230.000000; 
388; 913940; 45800237.000000; 
389; 927319; 46484189.000000; 
390; 945121; 47376607.000000; 
391; 923208; 46262221.000000; 
392; 917150; 45963807.000000; 
393; 899237; 45076378.000000; 
394; 910159; 45626420.000000; 
395; 914082; 45844495.000000; 
396; 915462; 45875519.000000; 
397; 935807; 46908021.000000; 
398; 919307; 46083562.000000; 
399; 916739; 45955250.000000; 
400; 913600; 45793834.000000; 
401; 909694; 45592372.000000; 
402; 924058; 46302240.000000; 
403; 958853; 48064525.000000; 
404; 960541; 48142417.000000; 
405; 900285; 45111028.000000; 
406; 900425; 45142400.000000; 
407; 914274; 45850993.000000; 
408; 909833; 45615602.000000; 
409; 913036; 45744209.000000; 
410; 955545; 47882364.000000; 
411; 933788; 46805930.000000; 
412; 905879; 45398274.000000; 
413; 907190; 45485651.000000; 
414; 952921; 47770404.000000; 
415; 926966; 46469866.000000; 
416; 916612; 45932249.000000; 
417; 964462; 48351968.000000; 
418; 959202; 48066882.000000; 
419; 958636; 48042423.000000; 
420; 916307; 45933961.000000; 
421; 908918; 45546716.000000; 
422; 915817; 45894254.000000; 
423; 907550; 45489190.000000; 
424; 913419; 45786102.000000; 
425; 912874; 45740557.000000; 
426; 920740; 46149148.000000; 
427; 944640; 47360041.000000; 
428; 917960; 46006221.000000; 
429; 915979; 45910878.000000; 
430; 956699; 47955194.000000; 
431; 928337; 46547060.000000; 
432; 920429; 46130301.000000; 
433; 919649; 46105095.000000; 
434; 911507; 45694598.000000; 
435; 902229; 45209264.000000; 
436; 920819; 46154922.000000; 
437; 919185; 46066313.000000; 
438; 908319; 45529585.000000; 
439; 931709; 46684448.000000; 
440; 923803; 46298545.000000; 
441; 925441; 46397301.000000; 
442; 874095; 43829458.000000; 
443; 886043; 44410473.000000; 
444; 894284; 44811920.000000; 
445; 908250; 45512962.000000; 
446; 896630; 44955097.000000; 
447; 898529; 45061204.000000; 
448; 903033; 45266585.000000; 
449; 864410; 43322607.000000; 
450; 922132; 46220608.000000; 
451; 901210; 45169503.000000; 
452; 921790; 46185119.000000; 
453; 935570; 46884703.000000; 
454; 921870; 46211700.000000; 
455; 904754; 45338120.000000; 
456; 911382; 45683254.000000; 
457; 913190; 45776151.000000; 
458; 954774; 47842368.000000; 
459; 925678; 46398285.000000; 
460; 913744; 45803085.000000; 
461; 927634; 46492690.000000; 
462; 906661; 45444854.000000; 
463; 914625; 45835570.000000; 
464; 953866; 47812415.000000; 
465; 923130; 46263317.000000; 
466; 918807; 46047389.000000; 
467; 926156; 46412569.000000; 
468; 910558; 45632313.000000; 
469; 889625; 44592621.000000; 
470; 909076; 45555511.000000; 
471; 907576; 45481865.000000; 
472; 893242; 44785036.000000; 
473; 930799; 46653417.000000; 
474; 919562; 46077576.000000; 
475; 914496; 45830285.000000; 
476; 913337; 45784960.000000; 
477; 905137; 45354993.000000; 
478; 908458; 45529247.000000; 
479; 886585; 44439246.000000; 
480; 919902; 46106329.000000; 
481; 911296; 45667113.000000; 
482; 896159; 44912318.000000; 
483; 902516; 45227323.000000; 
484; 917503; 45981166.000000; 
485; 914836; 45862897.000000; 
486; 916513; 45920663.000000; 
487; 917639; 46016273.000000; 
488; 904081; 45322390.000000; 
489; 909517; 45575993.000000; 
490; 913319; 45756152.000000; 
491; 921993; 46225560.000000; 
492; 946787; 47447758.000000; 
493; 914005; 45809994.000000; 
494; 939830; 47115380.000000; 
495; 927249; 46472048.000000; 
496; 915443; 45885811.000000; 
497; 922498; 46223899.000000; 
498; 913703; 45806340.000000; 
499; 956194; 47925463.000000; 
500; 927743; 46490700.000000; 
501; 930083; 46622493.000000; 
502; 920025; 46107415.000000; 
503; 897584; 45003765.000000; 
504; 918650; 46071853.000000; 
505; 911965; 45703511.000000; 
506; 906775; 45450506.000000; 
507; 923218; 46273287.000000; 
508; 918768; 46056332.000000; 
509; 918543; 46048314.000000; 
510; 921571; 46180806.000000; 
511; 915133; 45858723.000000; 
512; 956080; 47922431.000000; 
513; 959310; 48084343.000000; 
514; 926288; 46424084.000000; 
515; 937174; 46976188.000000; 
516; 922434; 46261321.000000; 
517; 922848; 46263209.000000; 
518; 923286; 46261679.000000; 
519; 916691; 45932170.000000; 
520; 915929; 45907887.000000; 
521; 939796; 47104432.000000; 
522; 909336; 45592679.000000; 
523; 917691; 46007365.000000; 
524; 928607; 46548123.000000; 
525; 958067; 48010579.000000; 
526; 920562; 46141974.000000; 
527; 956282; 47926853.000000; 
528; 917983; 46006508.000000; 
529; 917049; 45971065.000000; 
530; 914662; 45834095.000000; 
531; 902905; 45254653.000000; 
532; 918201; 46018687.000000; 
533; 941660; 47194897.000000; 
534; 890556; 44626647.000000; 
535; 902336; 45223928.000000; 
536; 897241; 44983955.000000; 
537; 901281; 45172618.000000; 
538; 963286; 48284594.000000; 
539; 931518; 46687993.000000; 
540; 951970; 47729890.000000; 
541; 943191; 47275436.000000; 
542; 925575; 46399072.000000; 
543; 917048; 45975607.000000; 
544; 915637; 45880699.000000; 
545; 959467; 48099309.000000; 
546; 915058; 45854436.000000; 
547; 918390; 46031116.000000; 
548; 915606; 45881486.000000; 
549; 917616; 45988347.000000; 
550; 900397; 45142667.000000; 
551; 968961; 48583028.000000; 
552; 915883; 45901793.000000; 
553; 912864; 45742505.000000; 
554; 949946; 47615208.000000; 
555; 928108; 46533854.000000; 
556; 917793; 46017431.000000; 
557; 908932; 45559853.000000; 
558; 918935; 46053730.000000; 
559; 951879; 47720319.000000; 
560; 926156; 46406637.000000; 
561; 948841; 47548259.000000; 
562; 922669; 46252995.000000; 
563; 913036; 45750592.000000; 
564; 908578; 45542199.000000; 
565; 958445; 48034904.000000; 
566; 915235; 45867269.000000; 
567; 925907; 46408376.000000; 
568; 934844; 46858944.000000; 
569; 896653; 44947487.000000; 
570; 911441; 45678950.000000; 
571; 921290; 46166409.000000; 
572; 962840; 48257645.000000; 
573; 923310; 46279276.000000; 
574; 906999; 45458827.000000; 
575; 918397; 46027487.000000; 
576; 910898; 45643087.000000; 
577; 917137; 45974421.000000; 
578; 890638; 44624963.000000; 
579; 953872; 47807346.000000; 
580; 926544; 46452526.000000; 
581; 916871; 45946892.000000; 
582; 914787; 45854950.000000; 
583; 926940; 46446091.000000; 
584; 910781; 45659201.000000; 
585; 958081; 48004370.000000; 
586; 923583; 46286510.000000; 
587; 910065; 45620086.000000; 
588; 919041; 46064127.000000; 
589; 910188; 45612187.000000; 
590; 911128; 45656452.000000; 
591; 928431; 46531246.000000; 
592; 953126; 47762247.000000; 
593; 917965; 46025998.000000; 
594; 926417; 46416534.000000; 
595; 913711; 45808856.000000; 
596; 913357; 45780997.000000; 
597; 907133; 45468422.000000; 
598; 960306; 48113052.000000; 
599; 920875; 46167103.000000; 
600; 914094; 45813547.000000; 
601; 926484; 46427891.000000; 
602; 900290; 45129243.000000; 
603; 915031; 45868662.000000; 
604; 906515; 45431433.000000; 
605; 960042; 48115992.000000; 
606; 912114; 45716935.000000; 
607; 919249; 46088066.000000; 
608; 911426; 45667185.000000; 
609; 917325; 45976097.000000; 
610; 903196; 45265599.000000; 
611; 915179; 45879397.000000; 
612; 944832; 47383009.000000; 
613; 948800; 47550582.000000; 
614; 944298; 47339421.000000; 
615; 917881; 46011842.000000; 
616; 905255; 45370118.000000; 
617; 912517; 45751494.000000; 
